bill,tip,smoker,day,time,size
69.46,13.16,No,Sun,Dinner,6
46.68,12.33,Yes,Thu,Dinner,4
21.48,5.19,No,Sun,Lunch,9
60.15,4.95,No,Mon,Dinner,6
6.88,7.01,Yes,Tue,Lunch,4
7.28,13.08,Yes,Sun,Lunch,8
9.92,12.14,Yes,Mon,Lunch,1
7.78,5.22,Yes,Wed,Dinner,5
17.13,11.71,Yes,Mon,Lunch,3
56.3,9.62,Yes,Thu,Dinner,8
64.7,2.64,No,Thu,Dinner,8
13.95,7.91,No,Sat,Lunch,1
9.81,13.72,No,Sun,Dinner,9
55.89,10.94,No,Tue,Dinner,8
3.81,12.85,No,Sun,Lunch,7
37.62,3.77,No,Tue,Lunch,9
62.57,9.05,No,Sat,Lunch,1
23.04,10.98,No,Sun,Dinner,4
48.39,2.63,No,Mon,Lunch,7
36.45,12.85,Yes,Sat,Lunch,3
57.0,5.79,No,Tue,Lunch,8
33.18,7.97,No,Thu,Lunch,8
45.24,9.12,No,Sat,Lunch,3
5.52,6.49,Yes,Wed,Dinner,8
26.06,12.2,Yes,Sun,Dinner,2
29.74,1.29,Yes,Sat,Dinner,2
19.47,6.41,Yes,Sun,Lunch,9
46.9,13.72,No,Sat,Lunch,1
16.43,4.43,Yes,Sat,Lunch,4
11.42,7.28,Yes,Fri,Lunch,8
60.99,6.29,Yes,Sun,Dinner,3
28.19,3.37,Yes,Sun,Lunch,9
22.81,9.65,Yes,Thu,Lunch,9
30.32,9.92,Yes,Sun,Dinner,1
21.83,9.66,No,Sat,Lunch,4
25.44,9.35,Yes,Sat,Lunch,1
6.63,7.59,Yes,Sun,Lunch,8
54.79,1.16,No,Sun,Lunch,1
9.45,3.77,No,Sat,Dinner,6
9.24,1.32,Yes,Tue,Dinner,2
47.96,9.61,No,Sat,Lunch,6
12.08,4.94,No,Fri,Dinner,8
66.85,3.04,No,Sat,Dinner,3
25.14,0.92,Yes,Tue,Lunch,9
58.4,1.17,No,Sun,Lunch,6
21.6,12.2,No,Tue,Lunch,7
47.84,10.69,No,Sat,Dinner,2
11.15,4.83,Yes,Thu,Lunch,6
43.65,12.91,Yes,Sat,Dinner,5
5.97,2.25,Yes,Sun,Dinner,7
59.49,4.59,Yes,Sun,Dinner,7
66.99,7.84,Yes,Sat,Lunch,9
14.94,5.78,No,Mon,Lunch,7
59.71,4.75,No,Fri,Dinner,3
17.61,12.76,No,Sun,Lunch,8
21.31,1.2,Yes,Sun,Lunch,7
63.27,7.61,No,Sun,Dinner,2
11.17,7.78,No,Mon,Dinner,6
4.14,7.4,Yes,Thu,Dinner,8
6.45,4.03,Yes,Sun,Lunch,1
34.58,5.17,Yes,Sat,Lunch,3
66.99,4.69,No,Sat,Dinner,8
30.23,5.61,Yes,Sun,Dinner,1
18.32,4.87,No,Sat,Lunch,8
22.88,12.12,Yes,Wed,Dinner,7
60.6,10.44,Yes,Sat,Lunch,9
27.66,12.79,No,Sun,Lunch,9
62.04,2.43,Yes,Fri,Lunch,7
29.23,13.1,No,Thu,Lunch,9
40.77,8.06,No,Sun,Dinner,7
5.62,11.32,No,Sun,Dinner,8
66.97,6.84,No,Mon,Dinner,9
16.37,0.85,Yes,Sat,Lunch,1
27.2,12.56,No,Sat,Dinner,6
59.76,6.54,Yes,Sun,Lunch,5
45.06,5.45,Yes,Fri,Lunch,9
53.57,13.18,No,Fri,Dinner,4
35.89,4.83,No,Tue,Lunch,7
28.46,6.69,Yes,Thu,Dinner,2
59.14,10.07,Yes,Sat,Lunch,4
48.95,8.33,No,Sun,Dinner,9
48.49,11.66,Yes,Sat,Lunch,2
33.51,6.76,No,Sat,Lunch,7
21.23,9.82,No,Sat,Dinner,1
30.21,1.96,No,Sun,Lunch,6
69.78,10.84,Yes,Sun,Dinner,9
63.61,4.04,Yes,Sun,Dinner,5
31.87,1.62,Yes,Sun,Lunch,4
21.08,9.75,No,Sun,Dinner,2
69.53,13.04,Yes,Mon,Dinner,5
49.26,8.08,No,Wed,Dinner,4
37.86,4.96,Yes,Sun,Dinner,1
17.22,2.21,Yes,Sun,Dinner,8
28.0,11.01,No,Tue,Dinner,7
35.34,4.15,No,Mon,Lunch,6
59.71,7.26,No,Sat,Dinner,9
8.23,12.59,No,Sun,Lunch,5
69.44,1.71,Yes,Fri,Lunch,1
24.5,7.75,No,Tue,Dinner,7
8.88,6.16,No,Tue,Lunch,1
11.01,12.88,No,Sun,Lunch,7
58.7,5.17,No,Sat,Lunch,4
14.13,1.89,No,Sat,Lunch,6
33.28,4.64,No,Tue,Dinner,3
12.9,1.63,Yes,Sun,Dinner,4
55.12,1.55,No,Sun,Dinner,1
19.94,1.9,No,Sun,Lunch,6
34.13,8.1,No,Mon,Dinner,4
47.09,3.02,Yes,Mon,Lunch,1
52.1,3.85,No,Sun,Dinner,1
25.13,4.53,Yes,Sun,Lunch,2
18.77,7.45,Yes,Sun,Dinner,4
5.42,7.56,No,Wed,Lunch,4
8.45,8.13,No,Sat,Dinner,2
50.59,1.39,No,Wed,Lunch,5
44.24,1.65,No,Sat,Dinner,9
59.15,3.38,Yes,Sun,Dinner,3
28.37,0.89,No,Fri,Lunch,9
52.4,2.56,No,Mon,Dinner,9
28.24,7.6,Yes,Wed,Lunch,7
56.57,6.67,No,Fri,Lunch,5
43.19,3.2,No,Sat,Dinner,9
23.79,7.64,Yes,Sat,Lunch,8
59.97,1.53,No,Mon,Lunch,3
52.96,13.83,Yes,Sun,Dinner,9
7.55,8.3,Yes,Sat,Lunch,6
41.46,13.98,No,Thu,Lunch,6
11.42,8.77,No,Thu,Dinner,7
51.59,1.94,Yes,Sun,Lunch,5
62.59,12.23,No,Tue,Dinner,4
36.15,6.73,No,Sun,Dinner,2
41.0,12.39,No,Sun,Lunch,3
65.36,11.78,Yes,Sun,Lunch,3
12.37,12.32,Yes,Tue,Lunch,6
16.47,7.62,No,Tue,Dinner,2
41.07,11.7,No,Sat,Lunch,7
17.85,13.99,No,Wed,Dinner,5
11.54,6.67,Yes,Sat,Dinner,7
35.87,4.28,Yes,Sun,Dinner,4
24.54,6.75,No,Sun,Dinner,9
9.65,12.55,Yes,Sat,Lunch,2
25.04,6.06,Yes,Fri,Dinner,6
31.47,10.69,No,Sat,Dinner,1
19.9,11.35,Yes,Wed,Lunch,3
30.01,2.72,Yes,Fri,Dinner,9
49.5,2.2,No,Mon,Dinner,2
27.9,5.49,No,Sat,Dinner,4
10.17,1.99,Yes,Thu,Dinner,1
32.89,6.15,No,Tue,Dinner,4
22.08,7.56,Yes,Fri,Lunch,8
21.11,7.42,Yes,Tue,Lunch,4
29.13,7.49,Yes,Sat,Dinner,9
68.02,4.34,Yes,Thu,Dinner,3
11.23,13.14,Yes,Wed,Lunch,5
7.94,3.78,No,Tue,Dinner,7
60.8,4.66,No,Sat,Lunch,6
63.27,7.98,Yes,Sat,Dinner,4
42.62,8.19,Yes,Tue,Dinner,9
4.95,6.55,Yes,Mon,Dinner,3
17.63,4.21,Yes,Wed,Lunch,6
11.82,2.05,No,Sat,Lunch,3
39.16,1.19,Yes,Wed,Lunch,9
63.6,12.43,Yes,Sun,Lunch,9
22.39,3.87,Yes,Sat,Lunch,8
3.43,10.63,No,Mon,Lunch,3
27.63,11.36,Yes,Sat,Dinner,5
54.09,12.2,Yes,Tue,Lunch,1
24.01,13.12,Yes,Sat,Dinner,3
42.72,4.74,Yes,Sun,Dinner,3
41.46,6.6,Yes,Thu,Dinner,5
29.84,13.67,Yes,Sat,Lunch,8
42.04,4.56,No,Fri,Dinner,1
23.04,11.24,Yes,Mon,Lunch,9
13.4,10.63,Yes,Sat,Dinner,2
32.42,1.43,No,Wed,Dinner,1
29.54,13.07,Yes,Wed,Lunch,8
67.49,11.52,No,Tue,Dinner,1
7.9,4.36,Yes,Sat,Dinner,2
36.63,8.4,No,Sun,Dinner,8
48.93,13.18,No,Fri,Dinner,4
12.73,4.87,Yes,Sat,Dinner,5
59.44,7.93,Yes,Sun,Dinner,9
64.06,2.08,No,Sat,Dinner,5
60.04,11.45,Yes,Fri,Lunch,8
54.37,11.67,Yes,Sat,Lunch,4
59.94,11.54,No,Sat,Lunch,5
50.08,7.46,Yes,Fri,Dinner,9
28.43,11.29,No,Sun,Lunch,8
7.42,10.06,Yes,Sat,Dinner,2
39.79,5.66,Yes,Sun,Lunch,5
51.8,5.98,Yes,Sat,Dinner,6
19.03,9.57,Yes,Sun,Dinner,3
19.19,1.49,Yes,Sun,Lunch,4
22.94,6.66,No,Fri,Lunch,4
21.66,3.5,No,Sun,Dinner,8
19.18,9.71,No,Fri,Lunch,1
20.72,1.08,No,Mon,Dinner,1
16.8,10.28,No,Sun,Dinner,9
9.47,3.62,Yes,Sun,Dinner,5
65.05,1.73,Yes,Sat,Lunch,9
21.29,1.83,No,Sat,Lunch,6
54.76,9.52,No,Sat,Dinner,7
69.35,1.27,Yes,Tue,Lunch,7
31.3,9.22,No,Mon,Lunch,9
41.16,11.28,No,Thu,Lunch,4
9.04,9.13,No,Fri,Lunch,9
31.06,13.79,No,Sat,Lunch,2
33.02,2.64,Yes,Sat,Lunch,9
37.44,1.39,No,Sun,Lunch,3
16.99,1.78,No,Tue,Dinner,1
12.17,10.59,Yes,Sat,Dinner,4
69.28,3.21,No,Sun,Dinner,1
51.01,1.14,No,Sat,Dinner,5
38.9,6.94,Yes,Tue,Lunch,1
16.17,13.79,No,Sat,Lunch,9
26.83,13.48,No,Thu,Dinner,3
14.86,13.23,No,Tue,Dinner,6
65.46,9.25,No,Sun,Dinner,6
18.24,11.89,Yes,Sun,Dinner,9
20.73,9.57,No,Tue,Dinner,9
64.75,2.29,No,Sun,Lunch,5
59.55,6.15,Yes,Mon,Lunch,3
24.54,3.04,No,Fri,Dinner,3
57.99,12.79,Yes,Wed,Dinner,8
3.99,4.19,No,Sat,Lunch,6
60.16,12.93,No,Sun,Lunch,9
37.04,10.69,No,Thu,Lunch,8
34.06,11.18,No,Sun,Dinner,5
29.2,1.15,No,Sat,Dinner,3
7.01,3.59,Yes,Sat,Dinner,6
17.15,6.57,Yes,Thu,Lunch,5
67.87,13.83,No,Mon,Dinner,5
59.04,8.42,No,Sat,Dinner,3
19.52,9.95,No,Fri,Dinner,2
25.13,13.51,Yes,Sun,Lunch,4
65.71,6.26,Yes,Wed,Lunch,7
37.66,9.25,Yes,Mon,Lunch,6
63.37,3.16,Yes,Sat,Lunch,6
53.94,2.75,Yes,Thu,Lunch,1
52.13,5.46,No,Sun,Lunch,6
56.0,5.4,No,Mon,Lunch,2
10.5,7.56,No,Sun,Dinner,9
5.8,4.84,No,Sat,Dinner,3
19.5,8.75,No,Sun,Lunch,5
37.11,10.69,No,Mon,Lunch,5
13.55,13.02,No,Wed,Dinner,8
34.84,4.76,No,Sun,Lunch,9
5.9,1.44,Yes,Sun,Dinner,5
16.98,8.36,Yes,Sat,Lunch,4
8.62,3.63,No,Sun,Dinner,8
14.54,9.55,No,Mon,Lunch,7
7.21,2.61,Yes,Thu,Dinner,2
48.73,1.58,No,Sat,Dinner,2
69.35,3.28,Yes,Sat,Dinner,1
33.4,13.74,No,Fri,Lunch,6
53.62,12.91,No,Sun,Dinner,1
34.85,1.08,No,Wed,Dinner,8
34.86,3.38,Yes,Sun,Lunch,8
60.94,13.99,No,Sat,Lunch,8
47.07,3.3,Yes,Sun,Lunch,1
26.8,10.22,No,Sat,Dinner,5
40.6,1.79,Yes,Wed,Dinner,6
15.15,2.85,Yes,Sun,Dinner,6
20.41,8.06,No,Sun,Dinner,4
39.03,13.68,Yes,Sun,Lunch,8
23.57,5.74,No,Mon,Lunch,1
12.24,10.38,Yes,Tue,Dinner,3
4.49,4.53,No,Sun,Lunch,9
20.9,11.48,Yes,Mon,Dinner,2
49.91,4.6,No,Sun,Dinner,7
18.89,1.46,No,Sat,Lunch,6
20.59,1.66,Yes,Thu,Dinner,1
61.8,6.22,No,Fri,Dinner,6
6.51,10.48,Yes,Wed,Dinner,2
42.31,6.17,No,Mon,Lunch,8
55.61,4.44,No,Fri,Lunch,2
5.16,1.9,No,Fri,Dinner,5
59.35,2.28,No,Thu,Lunch,9
15.64,7.73,No,Tue,Dinner,2
56.76,3.43,Yes,Tue,Lunch,4
33.45,7.49,Yes,Sun,Lunch,3
67.74,5.93,No,Thu,Lunch,2
34.48,2.88,Yes,Mon,Dinner,5
28.29,7.71,Yes,Wed,Dinner,5
7.35,2.25,No,Sat,Dinner,7
47.51,1.82,No,Sun,Dinner,5
24.4,12.01,No,Sun,Lunch,2
31.07,8.72,Yes,Sun,Lunch,1
7.92,8.69,Yes,Sun,Lunch,7
20.58,12.66,Yes,Sun,Dinner,1
32.18,7.76,Yes,Sun,Lunch,1
29.6,2.59,No,Fri,Dinner,1
28.22,1.56,Yes,Sun,Lunch,9
56.02,9.87,Yes,Tue,Dinner,8
9.11,4.77,Yes,Wed,Dinner,7
25.18,7.34,Yes,Fri,Lunch,4
25.92,5.22,No,Sun,Dinner,6
58.96,6.11,Yes,Sun,Lunch,3
68.96,12.01,No,Sun,Dinner,3
35.7,2.98,Yes,Sat,Dinner,4
43.45,2.33,No,Thu,Lunch,8
59.16,11.24,No,Fri,Lunch,7
52.14,1.2,No,Sun,Lunch,8
16.71,6.17,Yes,Sun,Dinner,8
17.74,9.15,Yes,Thu,Lunch,6
7.81,7.43,Yes,Sat,Dinner,7
46.4,1.99,Yes,Mon,Lunch,5
24.29,7.03,No,Mon,Lunch,8
27.94,8.03,Yes,Sat,Lunch,9
10.27,13.67,No,Sat,Lunch,5
44.37,6.77,No,Sun,Dinner,1
20.65,0.91,Yes,Sun,Lunch,4
17.07,10.37,No,Sat,Dinner,5
37.78,3.05,Yes,Thu,Dinner,2
65.54,11.51,Yes,Thu,Dinner,9
37.13,12.93,No,Sun,Lunch,6
37.34,6.61,No,Sat,Lunch,8
14.79,3.73,Yes,Tue,Dinner,6
47.87,10.52,Yes,Thu,Dinner,8
58.49,4.3,No,Sat,Lunch,3
42.0,8.75,Yes,Sun,Lunch,9
25.28,8.58,No,Fri,Dinner,2
8.82,13.71,No,Sun,Lunch,2
40.41,2.06,Yes,Sat,Lunch,5
25.81,9.56,Yes,Sat,Dinner,3
25.95,11.24,No,Wed,Dinner,2
32.78,5.46,Yes,Sun,Dinner,6
59.38,2.98,No,Tue,Dinner,9
6.1,13.04,Yes,Mon,Dinner,6
47.38,6.18,No,Sun,Lunch,5
10.33,7.39,Yes,Mon,Dinner,2
13.15,9.33,Yes,Tue,Lunch,3
48.18,3.19,No,Wed,Lunch,5
7.9,11.73,Yes,Sun,Dinner,9
47.94,4.22,Yes,Mon,Lunch,9
30.66,2.72,Yes,Sat,Dinner,4
18.84,1.56,Yes,Thu,Lunch,7
52.38,1.62,No,Sun,Dinner,6
54.23,11.12,Yes,Sat,Dinner,3
9.93,2.59,No,Tue,Lunch,4
14.48,2.75,Yes,Thu,Dinner,7
11.7,7.7,Yes,Fri,Dinner,4
64.7,3.5,No,Sat,Lunch,5
26.6,12.19,Yes,Sun,Lunch,9
29.89,10.1,Yes,Sun,Dinner,5
4.8,5.14,No,Sat,Dinner,3
8.8,10.19,No,Sat,Lunch,2
5.1,12.04,Yes,Wed,Lunch,9
19.03,9.65,No,Wed,Lunch,2
3.42,12.51,Yes,Sat,Lunch,8
37.44,7.88,Yes,Mon,Dinner,1
19.27,1.73,Yes,Sun,Dinner,3
47.17,9.49,Yes,Thu,Dinner,5
60.96,13.13,Yes,Tue,Lunch,2
57.26,7.1,No,Fri,Dinner,4
24.0,1.03,Yes,Sun,Lunch,3
21.29,1.89,Yes,Tue,Dinner,8
28.41,8.04,No,Thu,Lunch,2
69.42,8.53,No,Sat,Dinner,6
13.98,10.33,Yes,Sun,Dinner,2
43.32,7.38,Yes,Fri,Dinner,7
37.31,7.35,Yes,Sat,Lunch,1
18.92,2.94,No,Sat,Dinner,3
15.84,5.05,No,Sun,Lunch,7
22.34,1.46,No,Wed,Lunch,1
7.3,6.41,No,Sat,Lunch,8
21.96,9.8,Yes,Mon,Lunch,1
30.97,6.31,No,Sat,Dinner,6
42.76,4.97,Yes,Sun,Dinner,9
50.94,12.26,No,Sun,Lunch,4
48.8,1.69,No,Sat,Lunch,1
33.18,9.0,No,Wed,Dinner,6
62.64,4.77,No,Sat,Lunch,8
59.51,7.21,Yes,Fri,Dinner,8
43.1,11.65,No,Tue,Dinner,1
50.06,5.01,Yes,Sun,Dinner,5
5.53,12.75,No,Sun,Dinner,7
53.16,3.12,No,Sat,Lunch,1
50.7,2.05,Yes,Fri,Dinner,3
28.15,6.42,No,Wed,Dinner,1
3.53,7.96,Yes,Sun,Dinner,4
42.68,7.72,Yes,Sat,Lunch,3
37.86,2.78,No,Wed,Dinner,4
6.61,4.03,Yes,Fri,Dinner,1
42.84,2.29,Yes,Tue,Lunch,7
23.77,13.5,No,Mon,Dinner,7
19.39,11.36,No,Sat,Dinner,6
68.39,4.82,No,Sun,Lunch,9
6.56,12.85,No,Sat,Dinner,7
30.41,2.2,Yes,Fri,Lunch,9
6.65,1.2,No,Thu,Dinner,4
39.19,4.15,Yes,Sat,Dinner,2
21.41,5.77,No,Sat,Lunch,8
13.16,6.12,No,Mon,Dinner,6
4.47,7.68,Yes,Mon,Dinner,3
47.16,3.46,No,Sat,Lunch,6
6.66,6.31,Yes,Sun,Lunch,8
56.16,8.09,Yes,Sun,Lunch,5
25.16,5.36,No,Sun,Dinner,7
69.09,4.33,No,Mon,Lunch,9
23.06,1.43,Yes,Sun,Dinner,8
64.98,9.39,Yes,Sun,Lunch,4
24.62,7.46,No,Fri,Dinner,8
8.95,13.3,Yes,Sun,Dinner,6
28.16,10.25,No,Fri,Dinner,2
44.18,2.08,Yes,Sat,Lunch,7
11.75,12.44,Yes,Thu,Dinner,4
39.44,9.5,Yes,Sun,Lunch,9
34.02,11.48,No,Wed,Lunch,6
67.03,2.16,Yes,Wed,Dinner,4
48.54,4.75,Yes,Sun,Dinner,1
12.4,4.46,Yes,Mon,Lunch,7
8.24,8.84,No,Sun,Dinner,6
7.69,6.43,No,Sat,Dinner,6
8.11,8.07,No,Thu,Dinner,8
59.34,11.26,Yes,Sun,Dinner,1
68.45,13.99,No,Mon,Lunch,8
34.88,12.78,Yes,Sat,Dinner,5
69.29,2.91,Yes,Fri,Lunch,9
